claim_id,register_scope,category,page_id,slug,page_type,intended_status,exact_claim,matched_text,placement,widget_type,evidence_citation,evidence_status,required_disposition,blocks_staging,blocks_publication,final_disposition,final_text,disposition_authority,final_blocks_staging,final_blocks_publication
ADD-0113,additional_blind_spots,quote_or_scope_promise,195,concrete-patios-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[9].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0114,additional_blind_spots,unsupported_opening_hours,195,concrete-patios-south-west-sydney,service,publish,Mon-Fri 9:00AM - 5:00PM,Mon-Fri 9:00AM - 5:00PM,_elementor_data:$[15].elements[1].elements[0].settings.icon_list[2].text,icon-list,NONE — no opening-hours attestation; office is not open to visitors,UNSUPPORTED,remove opening-hours presentation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Telephone: (03) 4328 3392,"owner attestation and remediation authority, 21 August 2026; unsupported opening hours removed",False,False
ADD-0115,additional_blind_spots,quote_or_scope_promise,178,concrete-paths-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[9].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0116,additional_blind_spots,unsupported_opening_hours,178,concrete-paths-south-west-sydney,service,publish,Mon-Fri 9:00AM - 5:00PM,Mon-Fri 9:00AM - 5:00PM,_elementor_data:$[15].elements[1].elements[0].settings.icon_list[2].text,icon-list,NONE — no opening-hours attestation; office is not open to visitors,UNSUPPORTED,remove opening-hours presentation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Telephone: (03) 4328 3392,"owner attestation and remediation authority, 21 August 2026; unsupported opening hours removed",False,False
ADD-0117,additional_blind_spots,unsupported_opening_hours,1368,concrete-crossovers-and-laybacks-south-west-sydney,service,publish,Mon-Fri 9:00AM - 5:00PM,Mon-Fri 9:00AM - 5:00PM,_elementor_data:$[21].elements[1].elements[0].settings.icon_list[2].text,icon-list,NONE — no opening-hours attestation; office is not open to visitors,UNSUPPORTED,remove opening-hours presentation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Telephone: (03) 4328 3392,"owner attestation and remediation authority, 21 August 2026; unsupported opening hours removed",False,False
ADD-0118,additional_blind_spots,quote_or_scope_promise,1369,commercial-concreting-south-west-sydney,service,publish,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[15].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0119,additional_blind_spots,quote_or_scope_promise,1420,concreters-appin,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0120,additional_blind_spots,quote_or_scope_promise,1420,concreters-appin,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0121,additional_blind_spots,quote_or_scope_promise,1424,concreters-bargo,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0122,additional_blind_spots,quote_or_scope_promise,1424,concreters-bargo,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0123,additional_blind_spots,quote_or_scope_promise,1413,concreters-bradbury,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0124,additional_blind_spots,quote_or_scope_promise,1413,concreters-bradbury,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[5].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0125,additional_blind_spots,quote_or_scope_promise,1388,concreters-bringelly,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0126,additional_blind_spots,unsupported_verified_local_evidence,1388,concreters-bringelly,suburb,draft,"Concrete work requested around Bringelly, ordered around the verified local job mix.",verified local job mix,_elementor_data:$[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry information for Bringelly.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-job-mix framing removed",False,False
ADD-0127,additional_blind_spots,unsupported_verified_local_evidence,1388,concreters-bringelly,suburb,draft,"The recorded housing profile for Bringelly is Rural acreage in transition to employment lands. Local reference points include Western Sydney International (Nancy-Bird Walton) Airport, Bradfield City Centre and Sydney Metro Western Sydney Airport line, with access commonly read from The Northern Road, Bringelly Road and Greendale Road. The verified local distinction is specific: Bringelly is the closest residential locality to the Aerotropolis build-out. Western Sydney International opens to freight from July 2026 and passengers in October 2026, and private project value around the Aerotropolis has risen from $9.8bn to $21.6bn in fourteen months. That reshapes the work here from domestic driveways to industrial floors, hardstands and yard slabs — and toward B2B clients who tender rather than take a homeowner quote.",verified local distinction,_elementor_data:$[4].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-distinction field removed",False,False
ADD-0128,additional_blind_spots,unsupported_verified_local_evidence,1388,concreters-bringelly,suburb,draft,"The researched ground note for Bringelly records: Rural profiles with documented sulfate concentrations near creek lines in western Sydney. Salinity and aggressivity assessment under AS 2159 is a real input on industrial slabs here, not a formality. That evidence is checked against the proposed slab location in Bringelly; assumptions from another estate are not substituted for a site inspection. Bringelly separates its commercial concreting evidence from the general Bringelly brief; Commercial Concreting in Bringelly carries that service decision.",The researched ground note,_elementor_data:$[5].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported researched-ground-note construction removed",False,False
ADD-0129,additional_blind_spots,unsupported_verified_local_evidence,1388,concreters-bringelly,suburb,draft,"The verified approval path for Bringelly is: VERIFY the governing LGA per lot on the NSW Planning Portal before quoting. Industrial slabs typically sit under DA conditions rather than a standalone driveway application. The recorded Bringelly council specification is reproduced without alteration: REQUIRED-RESEARCH: confirm Liverpool City Council vehicle crossing specification, widths, strength and fee schedule at liverpool.nsw.gov.au. Before crossover work in Bringelly starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Bringelly uses the commercial hardstand cost reference for Bringelly when the Bringelly evidence reaches that topic; the lot record still controls the decision.",verified approval path,_elementor_data:$[8].elements[0].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-approval field removed",False,False
