requirement_id,wave,page_slug,page_type,elementor_widget_id,section,slot_classification,required_or_optional,asset_source,subject,orientation,aspect_ratio,min_dimensions,preferred_format,safe_filename,alt_text_rule,geographic_claim_allowed,evidence_required,reuse_allowed,current_attachment_id,current_filename,required_action,owner_input,blocks_launch,notes
IMG-0337,Wave 3 pending research,concreters-edmondson-park,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Concrete driveway cracks 2; visible purpose: Coloured & Decorative,landscape,125:94,625x470,JPEG,concrete-driveway-cracks-2-1362.jpg,Concrete driveway cracks 2,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1362,concrete-driveway-cracks-2-1362.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0338,Wave 3 pending research,concreters-edmondson-park,suburb,af8ef50,40d980a — Ground conditions in Edmondson Park,DEFERRED,optional,existing re-encoded media,Concrete project detail; visible purpose: Ground conditions in Edmondson Park,landscape,1411:941,1411x941,JPEG,concrete-project-detail-18.jpg,Concrete project detail,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,18,concrete-project-detail-18.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0339,Wave 3 pending research,concreters-edmondson-park,suburb,2eb88ab,77cc745 — Preparing a pour in Edmondson Park,DEFERRED,optional,existing re-encoded media,Concrete project detail; visible purpose: Preparing a pour in Edmondson Park,landscape,1411:941,1411x941,JPEG,concrete-project-detail-19.jpg,Concrete project detail,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,19,concrete-project-detail-19.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0340,Wave 3 pending research,concreters-edmondson-park,suburb,0ca264b,8d1059a — Levels and water movement in Edmondson Park,DEFERRED,optional,existing re-encoded media,Exposed aggregate paths leading to a home's front entry; visible purpose: Levels and water movement in Edmondson Park,landscape,82:61,820x610,WebP,exposed-aggregate-front-paths-46.webp,Exposed aggregate paths leading to a home's front entry,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,46,exposed-aggregate-front-paths-46.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0341,Wave 3 pending research,concreters-edmondson-park,suburb,7bcc8c0,a599284 — Driveway approvals for Edmondson Park,DEFERRED,optional,existing re-encoded media,Freshly poured concrete slab beside a two-storey home; visible purpose: Driveway approvals for Edmondson Park,landscape,1103:812,1103x812,WebP,fresh-concrete-backyard-slab-47.webp,Freshly poured concrete slab beside a two-storey home,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,47,fresh-concrete-backyard-slab-47.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1387; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0342,Wave 3 pending research,concreters-edmondson-park,suburb,0424a72,36efc778 — Untitled Elementor section,DEFERRED,optional,existing re-encoded media,Exposed aggregate driveway leading to a carport; visible purpose: Untitled Elementor section,landscape,1333:751,1333x751,WebP,exposed-aggregate-residential-driveway-48.webp,Exposed aggregate driveway leading to a carport,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,48,concrete-testimonial-3-camden-48.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: D32 section already removed,none,no — page is outside the smallest launch,page_id=1387; widget_type=image; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0343,Wave 3 pending research,concreters-edmondson-park,suburb,4195f9b,36efc778 — Untitled Elementor section,DEFERRED,optional,existing re-encoded media,Freshly poured concrete beside a swimming pool; visible purpose: Untitled Elementor section,landscape,1333:750,1333x750,WebP,fresh-concrete-pool-surround-49.webp,Freshly poured concrete beside a swimming pool,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,49,concrete-testimonial-1-camden-49.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: D32 section already removed,none,no — page is outside the smallest launch,page_id=1387; widget_type=image; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0344,Wave 3 pending research,concreters-edmondson-park,suburb,e5f56c0,36efc778 — Untitled Elementor section,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Untitled Elementor section,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-camden-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: D32 section already removed,none,no — page is outside the smallest launch,page_id=1387; widget_type=image; setting=image; decorative; permission=not in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0345,D22 deferred — unresearched,concreters-bringelly,suburb,7c2526d7,7c2526d7 — Concreters Bringelly,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Bringelly,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1388; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0346,D22 deferred — unresearched,concreters-bringelly,suburb,a86c195,9e36728 — Concrete Driveways in Bringelly / Concrete Slabs in Bringelly / Exposed Aggregate in Bringelly,DEFERRED,optional,existing re-encoded media,About 2 hero camden in the context of Concreters Bringelly; visible purpose: Concrete Driveways in Bringelly,landscape,451:322,902x644,JPEG,about-2-hero-323.jpg,Describe only the visible subject; empty alt if purely decorative,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,323,about-2-hero-323.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: blank placeholder; remove before future release,none,no — page is outside the smallest launch,page_id=1388; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0347,D22 deferred — unresearched,concreters-bringelly,suburb,516941f,9e36728 — Concrete Driveways in Bringelly / Concrete Slabs in Bringelly / Exposed Aggregate in Bringelly,DEFERRED,optional,existing re-encoded media,Synthetic turf and timber landscaping; no concrete subject; visible purpose: Concrete Slabs in Bringelly,landscape,1254:941,1254x941,WebP,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,480,oran-park1-480.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1388; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename asserts Oran Park, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0348,D22 deferred — unresearched,concreters-bringelly,suburb,f36a8f3,9e36728 — Concrete Driveways in Bringelly / Concrete Slabs in Bringelly / Exposed Aggregate in Bringelly,DEFERRED,optional,existing re-encoded media,Timber bench or deck; no concrete subject; visible purpose: Exposed Aggregate in Bringelly,landscape,1254:941,1254x941,WebP,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,481,oran-park2-481.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1388; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename asserts Oran Park, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
